GeneID,SRR8750495,SRR8750496,SRR8750497,SRR8750498
LOC389906,8.041384,8.545567,3.685686,6.073259
LOC390705,0.0,0.0,0.0,0.0
LOC390877,0.0,0.570055,0.0,0.0
LOC391322,4.004225,0.0,7.167342,0.0
LOC392196,0.0,0.0,0.0,0.0
LOC399900,2.098498,9.919232,4.954853,15.935865
LOC399975,0.534085,1.812538,4.809233,1.156421
LOC400212,0.416924,1.371274,0.90076,0.615504
LOC400464,0.319525,1.244242,2.677969,0.154049
LOC400499,0.324702,0.580579,0.19407,0.203055
LOC400541,0.0,0.0,0.0,0.0
LOC400553,4.017244,0.655195,1.376823,3.018386
LOC400622,3.655253,2.871881,0.960696,2.841203
LOC400627,0.436851,0.537618,0.0,0.293054
LOC400682,0.285822,0.132178,0.735475,0.184544
LOC400748,0.0,0.0,0.0,0.0
LOC400940,0.090012,0.0,0.177615,0.0
LOC401021,0.0,0.0,0.0,0.0
LOC401191,0.233595,0.883356,0.73133,0.285063
LOC401261,3.132075,2.189027,5.028749,3.155636
LOC401312,0.0,0.284217,0.0,0.0
LOC401324,0.0,0.0,0.0,0.0
LOC401357,0.088693,0.0,0.0,0.0
LOC401442,2.913346,2.687731,0.429026,5.565131
LOC401471,0.0,0.0,0.0,0.0
LOC401478,0.655644,0.401577,0.697394,0.400286
LOC401557,0.0,0.084589,0.0,0.122063
LOC401589,0.102769,0.152023,0.0,0.0
LOC403312,1.375237,1.126304,0.80381,1.237283
LOC407835,0.301326,1.320857,0.494439,0.436906
LOC414300,0.936583,0.774321,0.0,0.0
LOC439933,0.6095,0.579995,2.099532,0.232456
LOC440084,0.0,0.0,0.0,0.0
LOC440300,2.208128,0.82643,0.642288,1.279798
LOC440311,1.419845,1.534877,1.266807,1.358533
LOC440313,0.028485,0.0,0.0,0.0
LOC440570,0.0,0.266588,0.087794,0.262679
LOC440742,0.434633,0.394993,0.213618,0.307352
LOC440910,0.0,0.492167,0.0,0.0
LOC440982,4.700912,1.991198,23.203823,2.786453
LOC441052,4.236962,4.755367,1.143279,5.314307
LOC441081,1.424304,1.451806,2.604955,0.726752
LOC441087,0.858066,0.601888,0.0,0.585114
LOC441179,0.187309,0.095142,0.57309,0.0
LOC441239,0.391976,1.410995,0.761045,0.149453
LOC441666,2.568032,1.930448,0.333468,0.665686
LOC442028,0.150122,0.0,0.0,0.0
LOC442132,0.0,0.0,0.0,0.0
LOC442497,0.0,0.417021,0.39018,0.108815
LOC497256,0.0,0.0,0.0,0.0
LOC550113,0.0,0.0,0.0,0.199428
LOC606724,3.93174,6.005089,9.283558,4.408408
LOC613038,3.43241,2.244649,0.220352,2.754517
LOC613206,0.0,0.77916,0.812974,0.0
LOC613266,0.079021,0.127715,0.0,0.0
LOC641746,0.276622,0.0,0.0,0.0
LOC642131,0.0,0.0,0.0,0.0
LOC642361,2.308671,6.833471,5.609028,2.236109
LOC642696,0.0,1.105278,0.709145,0.0
LOC642846,0.24412,1.666923,4.09436,0.916493
LOC642929,0.0,0.0,0.0,0.103815
LOC643327,1.380553,2.638115,3.930204,1.788566
LOC643339,2.034695,0.933295,0.570474,0.305939
LOC643406,0.460277,0.358355,0.0,0.0
LOC643441,0.0,0.0,0.0,0.084916
LOC644215,4.619182,4.498273,5.923369,1.232874
LOC644277,0.0,0.0,0.0,0.0
LOC644285,3.518975,2.217502,3.427218,1.751484
LOC644554,2.981382,0.0,2.225163,3.220158
LOC644634,4.173728,4.14847,3.486077,3.868898
LOC644669,0.0,0.10542,0.0,0.0
LOC644936,0.292922,0.283973,0.284416,0.0
LOC645188,0.0,0.0,0.0,0.0
LOC645261,0.62339,0.272134,0.0,0.501082
LOC645485,0.0,0.645476,0.0,0.518422
LOC645967,0.19017,0.872129,2.190437,0.87543
LOC646030,0.416431,0.349342,1.922965,0.496687
LOC646214,1.499202,0.747358,1.268721,0.297607
LOC646471,9.032121,5.287484,3.192924,7.730247
LOC646548,2.176883,1.275974,0.994697,0.70935
LOC646652,0.232808,0.119325,0.288943,0.064393
LOC646736,0.0,0.0,0.2146,0.0
LOC646813,0.0,0.0,0.0,0.0
LOC646903,3.621022,2.87502,4.301275,4.586377
LOC646938,0.0,0.0,0.0,0.0
LOC647264,0.0,0.0,0.0,0.0
LOC649352,2.099574,1.143374,0.694001,0.71825
LOC650226,0.690152,1.960796,5.291229,0.0
LOC651337,0.188857,0.0,0.0,0.411783
LOC652276,6.056893,6.628313,10.00839,8.693914
LOC653513,67.389923,67.565689,54.956783,85.49527
LOC653653,3.707283,4.012425,2.653029,2.520637
LOC727751,5.532208,6.957482,12.188061,6.159314
LOC728024,6.7455,4.814346,2.882437,4.113989
LOC728158,0.0,0.14919,0.0,0.085706
LOC728392,232.424713,315.581879,96.572899,274.26001
LOC728485,3.405521,4.222908,1.17968,5.456623
LOC728554,20.90834,37.070263,16.064657,31.551001
LOC728660,0.0,0.361354,0.0,0.0
LOC728715,2.921897,6.214949,4.655092,5.06552
LOC728739,3.012168,0.399754,0.0,1.946453
LOC728743,21.639343,22.540047,11.49838,22.978554
LOC728989,1.681704,0.0,0.0,0.0
LOC729080,0.832572,0.111388,0.870737,1.250885
LOC729218,4.400108,2.997765,2.952594,3.238416
LOC729254,0.0,0.0,0.0,0.0
LOC729291,1.076292,1.100926,1.666448,0.96957
LOC729296,0.0,0.0,0.0,0.0
LOC729609,0.0,0.99147,1.035862,0.449968
LOC729681,0.824521,1.182008,0.0,0.864227
LOC729683,7.865462,7.822611,2.916338,12.057252
LOC729732,1.758677,2.190673,1.132025,2.635994
LOC729815,0.14337,0.0,0.0,0.0
LOC729870,1.804673,0.301657,0.928965,0.629266
LOC729930,0.0,0.0,0.0,0.0
LOC729968,0.426966,0.957046,0.801482,0.0
LOC730098,34.988777,54.910229,38.987381,57.255157
LOC730101,3.475501,3.996081,1.095316,2.590587
LOC730183,9.10539,7.429283,12.38569,4.808513
LOC730234,0.241327,0.116065,0.0,0.329018
LOC730338,0.172816,0.0,0.0,0.0
LOC730668,0.048623,0.0,0.0,0.122833
LOC731157,0.0,0.0,0.0,0.0
LOC780529,0.0,0.088118,0.0,0.269439
LOC90246,0.459611,0.192022,0.923927,0.101428
LOC91450,0.602392,0.348697,3.114653,0.182331
LOC93429,0.0,0.0,0.0,0.0
LOC93463,0.0,0.0,0.847238,0.113314
LOH12CR2,11.647696,9.664315,14.196445,12.782635
LOHAN2,0.0,0.0,0.0,0.0
LOLI1,0.360599,0.522302,1.928971,0.249081
LONP1,111.207016,114.38974,86.345718,122.474548
LONP2,44.918533,34.453308,36.100212,31.810152
LONRF1,19.914501,19.605175,20.963486,17.687519
LONRF2,54.637478,32.693626,16.24119,42.222404
LONRF3,1.661086,1.645628,2.319921,2.337413
LORICRIN,0.0,1.419814,0.0,0.911335
LOX,2.111767,2.319831,3.103991,2.012196
LOXHD1,0.449763,0.336122,0.294332,0.32314
LOXL1,0.614219,3.149185,3.449891,1.363027
LOXL1-AS1,0.926806,0.337044,2.129065,0.939981
LOXL2,1.517444,1.878082,4.613762,1.919609
LOXL2-AS1,0.532115,0.398737,0.356778,0.335279
LOXL3,3.771288,2.974863,6.825652,4.2712
LOXL4,0.261048,0.519345,1.681211,0.306671
LPA,0.386507,0.700452,0.136925,0.647658
LPAL2,0.662791,0.097108,0.59738,0.308822
LPAR1,28.147234,19.461702,84.166397,22.351774
LPAR2,2.961088,7.86016,10.136998,3.359556
LPAR3,4.067646,4.70276,11.492839,4.376827
LPAR4,1.064253,1.029018,2.767662,0.847192
LPAR5,4.430319,2.097915,18.924269,4.097937
LPAR6,10.176667,14.353921,49.08923,6.649369
LPCAT1,41.249863,39.663254,49.57473,43.91489
LPCAT2,4.128732,3.395466,12.483963,3.604452
LPCAT3,6.355231,4.091521,6.624751,5.265478
LPCAT4,147.387054,144.151794,57.655609,119.792946
LPGAT1,31.282097,24.088724,12.45369,26.196224
LPGAT1-AS1,0.0,0.42126,0.0,0.0
LPIN1,33.429779,25.77231,43.98774,27.179695
LPIN2,47.439262,30.522255,37.630154,39.792038
LPIN2-AS2,0.0,0.0,0.0,0.0
LPIN3,6.472449,3.683087,22.781979,6.619023
LPL,11.685138,14.520824,11.125198,15.959797
LPO,0.68969,0.277672,0.0,0.676216
LPP,6.170592,9.64077,24.290148,4.468287
LPP-AS1,0.0,0.0,0.0,0.0
LPP-AS2,1.552994,0.30917,2.023532,2.335138
LPXN,8.739725,5.286365,10.020496,6.682083
LRAT,1.548146,2.864948,2.877932,0.80927
LRATD1,43.130836,48.988018,23.572145,48.354397
LRATD2,4.497481,2.797631,15.118667,4.111856
LRBA,6.375983,3.897872,4.398085,2.998154
LRBA-AS1,0.0,0.0,0.0,0.0
LRCH1,7.361289,3.783584,8.61755,4.525481
LRCH2,7.520457,6.000596,8.258197,6.142782
LRCH3,10.493946,6.58731,14.027307,7.936368
LRCH4,24.950588,24.978796,60.539989,21.713493
LRCOL1,1.030125,0.0,0.986979,0.70718
LRFN1,24.96727,43.717243,28.678753,43.529167
LRFN2,19.334732,21.009113,4.694485,22.003378
LRFN3,11.02833,20.528475,13.156701,20.793617
LRFN4,29.260157,58.139771,42.18103,62.670341
LRFN5,29.327555,25.358511,21.678522,28.992619
LRG1,0.353869,2.211122,1.221617,0.243909
LRGUK,0.388035,0.521129,1.338477,0.373488
LRIF1,18.948315,24.200787,32.012512,15.0722
LRIG1,61.225163,44.462704,107.43895,41.476513
LRIG2,4.646301,2.572102,3.407332,2.752463
LRIG2-DT,1.75345,1.280674,4.225593,1.039036
LRIG3,3.116041,1.238239,4.226737,1.245651
LRIG3-DT,0.0,0.0,0.328484,0.0
LRIT1,0.0,0.0,0.0,0.0
LRIT2,1.121124,0.478108,0.630798,0.0
LRIT3,0.783401,0.177933,1.169449,0.572428
LRMDA,0.61771,1.555237,3.395523,1.203916
LROMI1,0.131859,0.248208,0.113975,0.02294
LRP1,106.193497,67.94873,125.243561,74.363007
LRP1-AS,0.0,0.0,0.0,0.0
LRP10,17.595692,17.635954,75.19268,21.298395
LRP11,50.590912,52.156944,1.855833,63.159302
LRP12,17.049545,12.900361,7.713214,13.428685
LRP1B,7.447747,3.889639,4.268127,5.52206
LRP2,1.165766,0.748667,0.984287,0.565377
LRP2BP,9.06832,5.01524,8.012856,7.180022
LRP3,87.459625,189.134964,205.877625,204.987137
LRP4,44.128506,33.528065,110.244698,31.590254
LRP4-AS1,0.67193,0.57323,0.845056,0.622571
LRP5,6.853659,4.962619,28.50127,4.143295
LRP5L,1.082707,0.467744,0.872027,0.248028
LRP6,10.096577,6.121859,9.991748,6.392896
LRP8,17.191391,10.98819,7.977938,12.957465
LRP8-DT,3.500278,1.431564,0.504904,1.762225
LRPAP1,54.481277,52.463333,31.898159,50.055008
LRPPRC,61.117989,46.933544,25.070004,61.912731
LRR1,2.379915,1.789276,5.625664,1.181445
LRRC1,6.679979,3.931758,10.340576,5.614361
LRRC10,0.085216,0.197253,0.0,0.0
LRRC10B,16.353806,27.530615,24.207272,23.352396
LRRC14,23.853422,40.112686,29.182623,37.187538
LRRC14B,0.0,0.0,0.269532,0.683093
LRRC15,0.053966,0.12216,0.0,0.066396
LRRC17,3.394401,2.006873,4.071307,1.729983
LRRC18,0.0,0.213358,0.303522,0.0
LRRC19,0.282225,0.351652,0.318797,0.104459
LRRC2,16.302572,12.888269,7.059524,9.329185
LRRC2-AS1,0.0,0.0,0.0,0.0
LRRC20,46.429245,53.167397,18.175655,41.604954
LRRC23,27.235834,36.384586,26.325542,19.513308
LRRC24,3.412253,9.165063,8.461123,11.793818
LRRC25,1.948407,1.927502,10.965391,1.237492
LRRC26,0.0,1.646153,0.593035,2.066482
LRRC27,17.696833,36.271683,15.927156,37.189491
LRRC28,13.30429,12.092305,8.427602,11.756781
LRRC3,0.811407,0.252779,2.726625,1.230351
LRRC3-DT,0.782055,0.0,1.436163,0.655039
LRRC30,0.288271,0.0,0.0,0.0
LRRC31,0.0,0.360616,0.295572,0.385299
LRRC32,8.987889,7.324213,31.986906,5.432625
LRRC32-AS1,0.569634,0.0,1.248471,0.463376
LRRC34,4.492002,4.432669,5.458883,6.049221
LRRC36,0.820422,1.156711,0.220677,0.99564
LRRC37A,7.594183,2.824415,4.798494,3.415082
LRRC37A11P,0.392955,0.085814,0.0,0.0
LRRC37A2,104.587509,37.617973,14.85413,69.941025
LRRC37A3,5.432841,4.537694,6.39153,5.800998
LRRC37A4P,4.268213,2.64,3.552372,3.196394
LRRC37A5P,0.0,0.0,0.131888,0.0
LRRC37A6P,0.84791,0.592584,1.599627,0.668706
LRRC37A8P,0.033125,0.045303,0.051842,0.037304
LRRC37B,8.737565,6.269263,10.484075,7.355643
LRRC38,2.745551,2.402638,0.535135,2.09713
LRRC39,4.670596,3.195419,3.201531,5.312807
LRRC3B,15.316727,15.935231,34.782387,16.56345
LRRC3B-AS1,0.419512,0.171002,0.266634,0.164543
LRRC3C,0.156665,0.385109,0.176854,0.0
LRRC4,63.565498,54.428043,31.479322,56.115891
LRRC40,22.291012,16.920576,9.426344,22.929081
LRRC41,42.056751,35.724232,33.164284,39.31245
LRRC42,11.335276,13.131421,23.185019,11.245021
LRRC43,5.918441,3.401759,3.033294,4.718162
LRRC45,13.384463,18.518152,15.072582,15.552133
LRRC46,0.77655,1.216976,3.407674,0.559922
LRRC47,52.600422,50.13575,25.276363,53.980278
LRRC49,10.929052,9.384203,6.052292,9.808165
LRRC4B,147.853622,270.710693,192.333435,235.789093
LRRC4C,41.135986,41.65287,22.902769,39.066151
LRRC51,14.072372,11.898783,24.718056,14.964211
LRRC52,0.0,0.0,0.0,0.0
LRRC52-AS1,0.0,0.0,0.0,0.0
LRRC53,1.00552,0.987599,1.185781,0.335518
LRRC55,5.774953,2.66709,0.731443,3.719285
LRRC56,4.450251,7.34489,3.35452,9.899
LRRC57,11.664162,8.070579,10.774474,9.519135
LRRC58,14.92737,13.778523,27.836559,14.308498
LRRC59,54.123783,44.141262,39.297054,45.180721
LRRC59-AS1,0.0,0.155492,0.049621,0.091477
LRRC61,21.778728,17.161728,16.369047,15.113225
LRRC63,0.578596,0.429369,0.584298,0.313101
LRRC66,1.287322,0.881014,0.463806,0.929261
LRRC69,0.0,0.560089,1.564511,0.0
LRRC7,11.961321,9.833503,7.496008,12.795287
LRRC7-AS1,5.803162,5.241973,3.411273,4.243848
LRRC70,0.160548,0.301161,1.533084,0.854518
LRRC71,0.302949,0.175667,2.009398,0.365754
LRRC72,0.0,0.0,0.0,0.0
LRRC73,29.45796,37.265762,8.968495,34.789543
LRRC74A,0.04787,0.10387,0.238426,0.0
LRRC74B,0.826204,0.708602,0.773711,0.21948
LRRC75A,9.081835,13.34522,15.309649,12.916145
LRRC75B,25.244173,32.271374,34.894115,23.918112
LRRC77P,0.118376,0.0,0.0,0.0
LRRC78P,0.0,0.0,0.0,0.0
LRRC8A,94.594284,88.26236,170.194458,110.055405
LRRC8B,38.382526,27.509384,11.821683,32.401947
LRRC8C,7.828624,4.277073,7.668194,4.780173
LRRC8C-DT,4.031694,4.977148,7.282707,2.389092
LRRC8D,19.565071,15.134317,13.922997,18.857183
LRRC8D-DT,0.769141,0.889991,0.0,0.727948
LRRC8E,0.387706,0.472638,0.0,0.160592
LRRC9,0.395269,0.484695,0.659742,0.291127
LRRCC1,11.55063,10.673724,20.846758,11.711866
LRRD1,0.0,0.418731,0.280006,0.183897
LRRFIP1,42.948788,50.54044,63.258167,44.801441
LRRFIP2,36.860359,34.230637,37.201477,31.136662
LRRIQ1,2.479427,1.775661,6.865726,1.557578
LRRIQ3,0.063321,0.0,0.186287,0.506028
LRRIQ4,0.0,0.494432,0.353804,0.0
LRRK1,7.579626,4.706207,3.558446,4.989506
LRRK1-AS1,2.092684,3.470339,2.656268,3.850258
LRRK2,8.900312,5.978813,5.729074,7.337455
LRRK2-DT,0.315037,0.109123,0.0,0.0
LRRN1,9.091365,6.400345,14.296608,7.913879
LRRN2,33.039341,26.71151,8.078768,26.710032
LRRN2-AS1,2.913005,3.476113,2.099738,2.779996
LRRN3,42.853863,42.34547,44.129059,41.989628
LRRN4,0.074608,0.599325,0.257785,0.384829
LRRN4CL,2.746236,2.464614,4.948091,6.393165
LRRTM1,39.232456,40.024151,12.88745,31.02677
LRRTM2,23.893732,19.434916,10.686065,18.464933
LRRTM3,20.135319,15.19372,5.735851,18.492289
LRRTM4,23.322575,18.64563,7.71664,22.293194
LRRTM4-AS1,0.0,0.0,0.0,0.392898
LRSAM1,51.888382,43.974216,28.656887,43.460228
LRTM1,0.174304,0.0,0.111405,0.0
LRTM2,35.226784,34.11161,5.548954,31.55665
LRTM3,0.069255,0.064988,0.157031,0.067779
LRTOMT,0.392504,0.451578,4.089345,0.574911
LRWD1,34.623909,37.842476,26.202299,35.408829
LSAMP,84.563461,65.925987,64.465683,70.673279
LSAMP-AS1,1.732851,2.206333,1.793451,0.678384
LSG1,26.630798,23.969299,21.894098,20.987411
LSINCT5,0.107745,0.28297,0.071941,0.108353
LSM1,72.697144,73.395142,82.391869,59.83548
LSM10,78.076927,99.638947,137.512375,82.256454
LSM11,14.958919,9.697067,4.838869,12.804745
LSM12,23.357458,22.790266,21.730591,23.356108
LSM14A,41.699165,34.552025,68.153152,40.677677
LSM14B,77.145905,65.941032,51.787701,86.365105
LSM2,34.002762,43.698372,39.829933,21.986877
LSM3,24.295355,24.345613,25.096561,29.294922
LSM4,114.454292,164.085983,91.786865,172.817535
LSM5,13.478458,12.121542,14.287237,16.030827
LSM6,9.966159,11.616895,11.560873,8.586982
LSM7,100.082626,134.526688,190.98851,133.859085
LSM8,5.458926,4.52797,5.26179,4.501048
LSMEM1,1.435002,1.681118,3.297318,0.54404
LSMEM2,0.587121,1.161275,4.796596,1.34682
LSP1,4.308031,5.475266,6.145698,8.637233
LSP1P3,0.0,0.0,0.0,0.0
LSP1P4,10.743267,8.118864,11.170215,10.607147
LSP1P5,9.158517,11.921911,11.450006,9.864998
LSR,11.356248,10.716413,22.160477,9.213424
LSS,39.529507,23.051693,41.327969,37.77879
LST1,4.41552,14.588017,25.686686,10.685369
LTA,0.0,0.0,0.986916,0.175062
LTA4H,46.937374,43.543022,52.637749,38.107555
LTAP1,282.40744,259.386414,288.21817,262.960785
LTB,1.166295,1.694798,1.764636,2.671728
LTB4R,1.068169,2.751346,3.14959,1.151968
LTB4R2,1.363308,1.74517,0.0466,2.273403
LTBP1,9.546529,12.532688,34.525665,3.704074
LTBP2,7.525414,5.817562,13.430422,2.665199
LTBP3,64.149605,83.339928,100.193947,85.443222
LTBP4,29.002369,39.775223,38.572613,32.03965
LTBR,9.208891,11.285478,52.398182,10.037029
LTC4S,4.448036,9.936645,18.024956,12.795277
LTF,0.217288,0.26877,0.313248,4.158179
LTK,7.781443,9.005372,2.122574,3.692968
LTN1,11.772439,5.864799,9.017984,7.962422
LTO1,13.634418,10.996847,8.693639,10.176579
LTV1,23.743008,22.139517,25.480186,22.426128
LUADT1,0.0,0.410532,0.0,0.0
LUARIS,0.653309,0.0,0.0,0.122293
LUC7L,95.546707,117.093475,107.370987,78.84256
LUC7L2,90.088066,73.880524,98.323914,85.341606
LUC7L3,133.575516,180.933105,401.104645,133.387344
LUCAT1,0.0,0.594941,1.231872,0.0
LUM,2.281106,4.970757,4.3437,0.553685
LUNAR1,0.231731,2.555923,0.0,0.365338
LURAP1,7.094383,5.234342,4.687441,4.480327
LURAP1L,5.690139,5.760962,2.295318,5.500565
LURAP1L-AS1,0.0,0.0,0.289725,0.696376
LUZP1,41.031456,48.468918,40.411827,36.038101
LUZP2,8.903082,6.609221,6.62014,8.352668
LUZP4,0.0,0.0,0.0,0.0
LVRN,0.155177,0.19371,0.121307,0.0
LXN,2.318853,2.145108,5.704033,0.906874
LY6D,5.41073,5.011118,2.875157,4.92944
LY6E,339.022461,552.096924,251.489655,571.308105
LY6E-DT,17.58148,15.777627,16.94219,20.043608
LY6G5B,13.263009,6.678915,6.608634,12.183613
LY6G5C,3.166152,5.073648,7.915732,2.730591
LY6G6C,0.0,0.198105,0.158711,0.0
LY6G6D,0.0,1.258399,1.377846,0.0
LY6G6E,0.0,0.245835,0.0,0.0
LY6G6F,0.0,0.0,0.0,0.0
LY6G6F-LY6G6D,0.0,0.0,0.0,0.204879
LY6H,322.284393,892.470703,323.400696,948.035461
LY6K,0.274454,1.013564,1.201337,0.209152
LY6L,0.243213,0.0,0.0,0.148384
LY6S,1.965172,1.01941,0.743443,1.404409
LY6S-AS1,3.436492,1.385757,3.518417,1.83784
LY75,0.884469,0.693617,1.327965,0.629927
LY75-CD302,0.0,0.0,0.0,0.059754
LY86,10.665523,6.925517,35.956146,7.945358
LY86-AS1,15.40951,14.968575,3.806948,18.637089
LY9,0.102323,0.208479,0.11379,0.093053
LY96,7.832269,13.034046,30.195023,9.125939
LYAR,11.042562,13.296927,35.500549,7.476963
LYG1,1.454509,0.874745,5.256734,0.876089
LYG2,0.586725,0.676442,1.556946,0.486574
LYL1,5.195151,4.771708,22.945131,4.360485
LYN,4.154969,3.441404,14.940897,4.385044
LYNX1,213.984131,206.474518,85.237595,208.926804
LYNX1-SLURP2,0.505092,2.075562,2.43501,1.523254
LYPD1,19.631399,23.03953,38.665993,12.07055
LYPD2,0.0,0.0,0.0,0.857481
LYPD3,0.779984,1.101928,1.854789,0.712597
LYPD4,0.968402,0.539394,0.0,0.0
LYPD5,18.995024,10.921846,8.160635,10.228077
LYPD6,0.736127,4.536223,6.966665,6.149292
LYPD6B,5.481963,6.019168,3.085624,4.636956
LYPD8,5.597315,4.689023,1.860963,6.50956
LYPD9P,0.873587,2.031839,0.0,0.0
LYPLA1,16.69795,12.821939,22.120699,12.423438
LYPLA1-TCEA1,2.931044,0.137416,0.139344,0.0
LYPLA2,61.240829,70.566917,70.016426,59.716663
LYPLA2P2,0.50594,0.0,0.141035,0.103855
LYPLAL1,22.452654,15.299565,23.435898,22.847752
LYPLAL1-AS1,0.0,0.695445,0.0,0.0
LYPLAL1-DT,1.072103,0.886811,0.670009,1.861408
LYRM1,45.555126,30.7724,33.432564,40.984432
LYRM2,27.82613,26.102468,25.063986,25.071148
LYRM4,47.774277,59.588852,40.802471,57.805252
LYRM4-AS1,0.178095,0.523182,2.921137,0.586543
LYRM7,29.436163,21.530418,19.220058,26.843725
LYRM9,79.060097,94.265572,14.28538,58.792042
LYSET,7.796912,6.974673,10.036004,7.157205
LYSMD1,14.982926,10.913725,7.793674,11.390707
LYSMD2,62.463551,79.352371,57.564102,68.002396
LYSMD3,8.133004,6.68604,11.029292,6.963801
LYSMD4,16.980766,16.405701,10.46194,14.898329
LYST,9.018323,6.135056,9.313767,7.30337
LYVE1,14.820801,19.671021,53.394623,7.492222
LYZ,4.694826,8.343449,11.032958,4.674369
LYZL1,0.0,0.0,0.0,0.0
LYZL2,0.0,0.0,0.0,0.0
LYZL4,1.168487,1.144085,0.0,0.0
LYZL6,0.298372,0.0,0.0,0.0
LZIC,17.686974,14.006845,30.422508,14.719522
LZTFL1,34.169701,24.889879,14.365173,34.949268
LZTR1,48.134563,33.298019,47.727001,37.642208
LZTS1,34.143494,35.175835,17.621412,32.827221
LZTS1-AS1,0.118553,0.241892,0.570245,0.0
LZTS2,52.043285,57.945202,91.229462,57.970997
LZTS3,190.442963,226.714417,120.990593,244.582687
M1AP,0.75018,2.084246,1.260536,1.458517
M6PR,58.41758,47.548546,46.379757,53.928844
MAB21L1,0.90811,0.698519,1.061263,0.455451
MAB21L2,0.0,0.0,0.0,0.0
MAB21L3,0.223153,0.331779,0.288206,0.107303
MAB21L4,0.0,0.087716,0.0,0.0
MACC1,0.0,0.110707,0.101673,0.0
MACC1-AS1,0.0,0.0,0.0,0.0
MACC1-OT1,0.0,0.977466,0.0,0.444638
MACF1,53.226593,31.411133,63.584934,33.878548
MACIR,37.898998,30.891712,29.803921,37.956264
MACO1,25.843586,21.419895,23.185186,26.14823
MACORIS,2.424325,1.332178,2.230301,2.380544
MACROD1,29.751764,46.99461,34.185791,38.679428
MACROD2,14.230346,16.777378,7.532583,15.297706
MACROD2-AS1,0.413435,0.547015,1.199664,0.191121
MACROD2-IT1,0.0,0.621114,0.0,0.0
MACROH2A1,139.967606,140.834732,137.897888,136.949326
MACROH2A2,21.088049,19.530237,15.055509,22.332909
MAD1L1,27.059336,34.398373,18.430973,34.665031
MAD2L1,3.796117,2.387523,1.876101,3.239161
MAD2L1-DT,1.020543,0.0,0.332398,0.0
MAD2L1BP,41.900192,25.526823,15.632278,26.446814
MAD2L2,35.264183,49.729305,83.41684,41.288868
MADCAM1,5.082293,6.72686,6.97976,9.647953
MADCAM1-AS1,0.0,2.59928,1.864862,0.931959
MADD,122.03521,89.932777,41.329899,108.824547
MADD-AS1,0.908263,0.0,0.0,0.0
MAEA,103.738594,92.327103,61.971909,95.139885
MAEL,8.49062,7.755358,0.448922,3.936836
MAF,23.861698,18.12269,48.361526,16.506674
MAF1,100.097816,148.842468,194.262512,123.507294
MAFA,0.093755,0.422394,0.206614,0.232298
MAFA-AS1,0.0,0.0,0.0,0.0
MAFB,18.721478,15.224603,22.941317,16.32729
MAFF,3.691904,11.284183,27.670897,8.410004
MAFG,56.790955,56.627445,66.900246,51.919052
MAFG-AS1,0.799237,0.19343,0.014861,0.02642
MAFIP,10.453861,9.652546,11.858052,12.803452
MAFK,35.342285,43.458889,34.586185,36.435234
MAFTRR,0.0,0.57748,0.0,0.107454
MAG,95.014191,49.606884,36.339752,106.211372
MAGEA1,0.0,0.335683,0.0,0.0
MAGEA10,0.081388,0.334497,0.0,0.0
MAGEA11,0.0,0.0,0.0,0.0
MAGEA12,0.0,0.0,0.33152,0.202228
MAGEA2,0.0,0.0,0.0,0.0
MAGEA2B,0.0,0.0,0.0,0.0
MAGEA3,0.0,0.0,0.0,0.0
MAGEA3-DT,0.0,0.0,0.0,0.0
MAGEA4,0.0,0.0,0.0,0.0
MAGEA4-AS1,0.0,0.410986,0.0,0.0
MAGEA5P,0.0,0.0,0.0,0.0
MAGEA6,0.0,0.0,0.0,0.0
MAGEA6-DT,0.0,0.170335,0.065421,0.0
MAGEA8,0.0,0.0,0.0,0.0
MAGEA8-AS1,0.0,0.0,0.0,0.0
MAGEA9,0.0,0.0,0.0,0.0
MAGEA9B,0.0,0.0,0.0,0.0
MAGEB1,0.0,0.0,0.0,0.0
MAGEB10,0.0,0.0,0.0,0.0
MAGEB16,0.0,0.0,0.0,0.0
MAGEB17,0.248151,0.0,0.0,0.0
MAGEB17-AS1,0.393753,0.369114,0.325834,0.222235
MAGEB18,0.0,0.415069,0.122725,0.0
MAGEB2,0.0,0.0,0.0,0.0
MAGEB3,0.0,0.0,0.0,0.0
MAGEB4,0.0,0.0,0.0,0.0
MAGEB5,0.0,0.0,0.0,0.0
MAGEB6,0.0,0.0,0.0,0.0
MAGEB6B,0.0,0.0,0.0,0.0
MAGEC1,0.0,0.0,0.0,0.0
MAGEC2,0.0,0.0,0.0,0.0
MAGEC3,1.375416,1.104427,0.160086,0.0
MAGED1,274.88327,262.662506,86.914024,246.73909
MAGED2,210.023621,184.335663,149.44014,187.54953
MAGED4,61.165447,56.871983,44.733128,61.933727
MAGED4B,63.999928,65.734253,48.483219,74.216827
MAGEE1,70.763763,52.712917,13.431178,64.430702
MAGEE2,2.117498,2.125601,1.900714,1.490655
MAGEF1,93.575722,97.89975,59.977757,113.520767
MAGEH1,153.512161,127.289978,54.061871,128.044556
MAGEL2,5.092288,4.243079,0.628218,4.819668
MAGI1,30.97279,22.595388,17.204634,28.611162
MAGI1-AS1,0.0,0.0,0.607662,0.0
MAGI1-IT1,0.103156,0.332086,0.446417,0.0
MAGI2,32.448517,21.501427,21.119829,33.591873
MAGI2-AS2,0.0,0.76844,1.194804,0.0
