organism_name_asm_name	species_taxid	group	genome_size	gc_percent	Genomic_density	robust_z_score	robust_z_score_normalized	filter_category	bin
Natribaculum_luteum_ASM2300854v1	1586232	Archaea	4611642	63.0	35.23690694117193	-8.749121571638947	0.3980145029915304	Archaea	
Natrinema_longum_ASM1735209v1	370324	Archaea	3588874	64.5	55.44914644537535	-10.622036181116751	0.3689492675680488	Archaea	
Natrinema_pallidum_ASM589019v1	69527	Archaea	3778093	64.5	55.45125543495092	-10.621968970645945	0.3689503105884551	Archaea	
Natrinema_pellirubrum_DSM_15624_ASM23073v3	69525	Archaea	4354100	64.0	60.74734158609127	-9.61417562263967	0.3845899723059682	Archaea	
Natrinema_sp_J7_2_ASM28169v1	406552	Archaea	3793615	64.0	53.90636635504657	-9.832186631532196	0.3812067207330956	Archaea	
Natrinema_thermotolerans_ASM3116556v1	121872	Archaea	4432143	65.0	65.99516306220264	-11.1249669077631	0.3611444269748333	Archaea	
Natrinema_versiforme_ASM557661v1	88724	Archaea	4674473	63.5	47.70591251676928	-9.190769701769938	0.3911606897895625	Archaea	
Natronobeatus_ordinarius_ASM2436248v1	2963433	Archaea	4208668	65.0	53.81750235466423	-11.513049567395464	0.3551218812544331	Archaea	
Natronococcus_occultus_SP4_ASM32868v1	29288	Archaea	4314118	64.5	62.4693158601596	-10.398314544862355	0.3724211407619226	Archaea	
Natronococcus_sp_AD_5_ASM3073428v1	3068275	Archaea	5168305	63.5	35.21464000286361	-9.588846676324732	0.3849830451048812	Archaea	
Natronococcus_sp_CG52_ASM2391351v1	2951804	Archaea	4743419	63.5	28.03884708477156	-9.817527769714614	0.3814342074896258	Archaea	
Natronomonas_halophila_ASM1339108v1	2747817	Archaea	3211682	64.5	52.1533576487336	-10.727067695183733	0.3673193130213796	Archaea	
Natronomonas_moolapensis_8_8_11_ASM59105v1	416273	Archaea	2912573	64.5	90.46983543416766	-9.505982603235267	0.3862689893653969	Archaea	
Natronomonas_pharaonis_DSM_2160_ASM2604v1	2257	Archaea	2749696	63.0	30.00331673028582	-8.915907748937306	0.3954261951829267	Archaea	
Salinarchaeum_laminariae_ASM2320483v1	869888	Archaea	3169627	65.0	58.05099464384926	-11.378134888544164	0.3572155842364339	Archaea	
Salinibaculum_sp_SYNS191_ASM3733844v1	3131993	Archaea	4177682	65.0	67.98028188837733	-11.061704327107693	0.3621261811834564	Archaea	
Salinigranum_rubrum_ASM290657v1	755307	Archaea	4973118	65.5	84.55459934793423	-11.37252273456058	0.3573026776767543	Archaea	
Salinirubellus_sp_SYNS196_ASM3733581v1	3131999	Archaea	5327573	67.5	193.6153666969932	-11.252991732580488	0.3591576457011238	Archaea	
Achromobacter_seleniivolatilans_ASM3086400v1	3047478	Bacteria	6862680	61.5	74.16927497712264	-4.991362541917313	0.4563301092187813	Bacteria	1.0
Acidovorax_sp_1608163_ASM366901v1	2478662	Bacteria	5045878	63.5	214.43245357894105	-3.877460400206685	0.473616443482876	Bacteria	4.0
Actinomyces_weissii_ASM1659877v1	675090	Bacteria	2564181	70.5	574.6474215353752	-4.7009410623424825	0.4608370785345003	Bacteria	2.0
Ahniella_affigens_ASM301518v1	2021234	Bacteria	6120935	60.5	48.27693808217209	-4.138479099367497	0.4695657676524626	Bacteria	3.0
Aquitalea_denitrificans_ASM985662v1	519081	Bacteria	4502301	59.0	51.52920695439954	-2.608324888706393	0.4933118007828768	Bacteria	8.0
Arcanobacterium_wilhelmae_ASM2963276v1	1803177	Bacteria	2015622	60.5	60.52722186997364	-3.7480820603982097	0.4756242295753135	Bacteria	5.0
Arthrobacter_sp_StoSoilA2_ASM1997719v1	2830990	Bacteria	4934451	62.0	105.68551597735998	-4.8260056308139845	0.4588962366470136	Bacteria	1.0
Arthrobacter_sp_StoSoilB22_ASM1997731v1	2830996	Bacteria	4554426	62.0	116.37031757679232	-4.485498009703068	0.4641804787160302	Bacteria	2.0
Aurantiacibacter_sp_MUD61_ASM2791245v1	3009083	Bacteria	2970531	61.0	39.55521756884544	-5.255441914775134	0.4522319356534964	Bacteria	0.0
Bifidobacterium_actinocoloniiforme_DSM_22766_ASM126339v1	638619	Bacteria	1830060	62.5	189.0648394041725	-3.007854903288002	0.4871116067784106	Bacteria	7.0
Brucella_sp_JSBI001_ASM2601400v1	2886044	Bacteria	4884114	56.0	14.12743437192498	-2.4727813187071845	0.4954152633498459	Bacteria	9.0
Chitinimonas_arctica_ASM743134v1	2594795	Bacteria	5292479	61.0	68.9657908892978	-4.318173798085752	0.46677713612801	Bacteria	3.0
Chloracidobacterium_thermophilum_ASM1830466v1	458033	Bacteria	3756354	61.5	108.48285332000124	-3.897843465327604	0.4733001244241247	Bacteria	4.0
Comamonas_thiooxydans_ASM9314v2	363952	Bacteria	5373644	61.5	67.08669201011455	-5.217073181071002	0.4528273692479422	Bacteria	0.0
Coriobacterium_glomerans_PW2_ASM19531v1	33871	Bacteria	2115681	60.5	36.3949007435431	-4.517140692986348	0.4636894248076432	Bacteria	2.0
Corynebacterium_zhongnanshanii_ASM1449057v1	2768834	Bacteria	2206897	61.0	100.14060465893968	-3.324682130789036	0.482194854082219	Bacteria	6.0
Devosia_neptuniae_ASM2545223v1	191302	Bacteria	4715470	62.0	121.6209624915438	-4.318168348588121	0.4667772206972321	Bacteria	3.0
Devosia_sp_FJ2_5_3_ASM2920154v1	2976680	Bacteria	4192992	62.5	130.69426318962687	-4.868032188429454	0.4582440383113551	Bacteria	1.0
Diaphorobacter_sp_HDW4B_ASM1130553v1	2714925	Bacteria	6214887	61.0	42.39819645956556	-5.164840734177622	0.4536379499108395	Bacteria	0.0
Dickeya_dadantii_3937_ASM14705v1	204038	Bacteria	4922802	56.5	30.267315240385454	-2.1796754357192927	0.4999638911676544	Bacteria	9.0
Dickeya_sp_NCPPB_3274_DXX3274_1_0	568766	Bacteria	5115016	56.5	28.64116163077496	-2.231498341711597	0.4991596660548953	Bacteria	9.0
Erythrobacter_aurantius_ASM2382312v1	2909249	Bacteria	3422084	61.5	67.94105580108494	-5.189845961212103	0.4532499008204555	Bacteria	0.0
Fimbriimonas_ginsengisoli_Gsoil_348_ASM72462v1	1005039	Bacteria	5231762	61.0	107.51635873344392	-3.0896285988247256	0.4858425837806747	Bacteria	7.0
Fretibacterium_fastidiosum_ASM21071v1	651822	Bacteria	2728333	63.0	194.624336545429	-3.6696980479945487	0.4768406490332112	Bacteria	5.0
Gemmata_sp_SH_PL17_ASM161085v1	1630693	Bacteria	9045424	64.0	217.90023331134063	-4.605963297777391	0.4623110117683545	Bacteria	2.0
Halopseudomonas_aestusnigri_ASM2118400v1	857252	Bacteria	3996286	60.5	53.4246047455062	-3.974431151221975	0.4721115816524496	Bacteria	4.0
Halopseudomonas_sp_MFKK_1_ASM2747438v1	3015994	Bacteria	3839705	61.0	52.34777150848828	-4.847763594627233	0.4585585809218848	Bacteria	1.0
Halopseudomonas_sp_SMJS2_ASM2986694v1	3041098	Bacteria	3807623	60.0	63.29408137307711	-2.820891180226823	0.4900130442486105	Bacteria	8.0
Hymenobacter_sp_YIM_151858_1_ASM2597970v1	2987688	Bacteria	4621779	61.5	147.88677693156683	-2.6421031695621475	0.4927876051359932	Bacteria	8.0
Jannaschia_sp_CCS1_ASM1356v1	290400	Bacteria	4404049	62.0	161.4423454416606	-3.0491242994165337	0.4864711586190601	Bacteria	7.0
Klebsiella_africana_ASM1680412v1	2489010	Bacteria	5422247	57.0	34.76418540136589	-2.257613768448106	0.498754388087368	Bacteria	9.0
Klebsiella_sp_PCX_ASM2186970v1	2686364	Bacteria	5176451	58.0	34.9660414055885	-2.6936737733745537	0.4919872954298521	Bacteria	8.0
Kosakonia_cowanii_ASM225001v1	208223	Bacteria	5077975	56.0	20.57906941251188	-2.267177987346816	0.4986059636623965	Bacteria	9.0
Luteolibacter_luteus_ASM1291348v1	2728835	Bacteria	6412079	61.0	103.55455695414857	-3.215884918252308	0.4838832474450538	Bacteria	6.0
Methylocapsa_sp_D3K7_ASM2985512v1	3041435	Bacteria	4151390	58.0	33.723644369717135	-2.7332669868889767	0.4913728594773823	Bacteria	8.0
Methylococcus_sp_EFPC2_ASM1692549v1	2812648	Bacteria	4558902	61.0	97.72089858479082	-3.4017943069292964	0.4809981718938311	Bacteria	6.0
Mixta_calida_ASM295321v1	665913	Bacteria	4308453	57.0	14.970570643337645	-2.888404719588588	0.4889653206065971	Bacteria	7.0
Mycetocola_spongiae_ASM2042408v1	2859226	Bacteria	3196754	66.5	367.7167526810008	-4.026626885710262	0.4713015707190486	Bacteria	4.0
Nakamurella_antarctica_ASM386040v1	1902245	Bacteria	3377955	61.5	99.46846538808244	-4.185117652874626	0.468841997048808	Bacteria	3.0
Niveispirillum_cyanobacteriorum_ASM286873v1	1612173	Bacteria	6048780	63.5	221.9455824149664	-3.638028977670094	0.4773321124346739	Bacteria	5.0
Pelagibacterium_sp_H642_ASM3120285v1	1881069	Bacteria	4168036	62.0	133.87600299037723	-3.927619711605729	0.4728380352270403	Bacteria	4.0
Pseudodesulfovibrio_aespoeensis_Aspo_2_ASM17691v2	182210	Bacteria	3629109	62.5	189.02711381774424	-3.009057138950059	0.4870929496210712	Bacteria	7.0
Pseudomonas_abietaniphila_ASM3969731v1	89065	Bacteria	6552522	59.5	43.5710097577696	-3.083186368438499	0.4859425589433865	Bacteria	7.0
Pseudomonas_cerasi_PCPL58T	1583341	Bacteria	6345256	59.0	34.35637584992631	-3.1555956599897352	0.4848188594991438	Bacteria	6.0
Pseudomonas_fitomaticsae_ASM2101876v1	2837969	Bacteria	6492796	60.5	52.365729648675234	-4.008175810908118	0.4715879077630476	Bacteria	4.0
Pseudomonas_idahonensis_Pseudomonas_protegens_1906_v1	2942628	Bacteria	6810649	62.0	119.738955861622	-4.378144882170726	0.4658464617295562	Bacteria	3.0
Pseudomonas_moraviensis_IMG_taxon_2639762633_annotated_assembly	321662	Bacteria	6092541	60.0	65.2437135835442	-2.7587594818697228	0.4909772486126916	Bacteria	8.0
Pseudomonas_sp_9_2_2024_ASM3969538v1	3144666	Bacteria	6270960	60.5	68.09164784977101	-3.50701585230848	0.479365268304638	Bacteria	5.0
Pseudomonas_sp_ADAK22_ASM1293565v1	2730851	Bacteria	6509129	60.5	61.06807838652453	-3.730845841147393	0.4758917136174587	Bacteria	5.0
Pseudomonas_sp_BIOMIG1BAC_ASM170599v2	1758730	Bacteria	7675262	62.0	113.22089070053894	-4.585865231822158	0.4626229080051554	Bacteria	2.0
Pseudomonas_sp_D3_ASM2932099v1	517398	Bacteria	6352541	60.5	69.65716553423269	-3.4571252871874485	0.4801395059625191	Bacteria	6.0
Pseudomonas_sp_DR_5_09_ASM165559v1	1534110	Bacteria	6427864	60.5	67.51854115146182	-3.525279859560276	0.4790818343093756	Bacteria	5.0
Pseudomonas_sp_FP1154_ASM3068724v1	2954077	Bacteria	5957881	60.5	71.66977655310671	-3.392986580280979	0.4811348565281884	Bacteria	6.0
Pseudomonas_sp_FP198_ASM3068789v1	2954084	Bacteria	5859309	61.5	67.67009556928983	-5.198481024830148	0.4531158956951363	Bacteria	0.0
Pseudomonas_sp_HD6515_ASM2497185v1	2856556	Bacteria	6666046	61.0	74.25691331862997	-4.149554167583696	0.4693938967815719	Bacteria	3.0
Pseudomonas_sp_PMCC200344_ASM3005309v1	3042028	Bacteria	6478166	58.5	51.09470797753561	-2.400925262705137	0.496530377287093	Bacteria	9.0
Pseudomonas_sp_PSKL_D1_ASM2889894v1	3029060	Bacteria	5877130	61.5	91.88158165635268	-4.426899529785106	0.4650898520562	Bacteria	3.0
Pseudomonas_sp_R5_89_07_ASM385168v1	658644	Bacteria	5997145	60.5	63.36348379103723	-3.657694908023529	0.4770269223888213	Bacteria	5.0
Pseudomonas_sp_URMO17WK12_I11_Shine	1283291	Bacteria	6374437	59.0	49.886758626683424	-2.660667090394209	0.4924995168661723	Bacteria	8.0
Pseudomonas_sp_WP18_ASM3668958v1	3118752	Bacteria	6336986	62.0	91.6050627222468	-5.27472724074125	0.4519326521001581	Bacteria	0.0
Pseudomonas_syringae_pv_tomato_ASM296655v1	251701	Bacteria	6523367	58.5	35.10457099838166	-2.910505459989808	0.4886223454279402	Bacteria	7.0
Pseudosulfitobacter_sp_DSM_107133_ASM2278869v1	2883100	Bacteria	5211890	61.0	94.68733990932272	-3.498469000441596	0.4794979044965837	Bacteria	5.0
Rhizobium_daejeonense_ASM1045089v1	240521	Bacteria	5144152	60.5	36.25476074579444	-4.521606731572977	0.4636201176100413	Bacteria	2.0
Rhizobium_indigoferae_ASM3455481v1	158891	Bacteria	7640287	60.5	26.896895365318084	-4.819827015892211	0.4589921208354243	Bacteria	1.0
Rhizobium_rosettiformans_ASM1680606v1	1368430	Bacteria	5141700	61.0	38.99488496022716	-5.27329883499321	0.4519548191274945	Bacteria	0.0
Rhizobium_sp_ZPR3_ASM4021571v1	3158967	Bacteria	7739267	59.5	18.218779633781857	-3.891121557799687	0.4734044398177925	Bacteria	4.0
Roseibium_sp_Sym1_ASM2735967v1	3016006	Bacteria	7257095	61.0	56.77202792577471	-4.706769602811034	0.4607466270531373	Bacteria	2.0
Roseovarius_faecimaris_ASM976232v1	2494550	Bacteria	3934770	62.5	141.43139243208626	-4.525856989174379	0.4635541590569016	Bacteria	2.0
Rosistilla_ulvae_ASM774147v1	1930277	Bacteria	7475804	58.0	33.50810160351983	-2.740135967116171	0.4912662617038307	Bacteria	8.0
Salinibacter_ruber_ASM329032v1	146919	Bacteria	3597019	66.0	314.1490217316061	-4.894729659755283	0.4578297277574354	Bacteria	1.0
Serratia_sarumanii_ASM2996260v1	3020826	Bacteria	5185617	60.0	24.972920290873777	-4.042125543794667	0.4710610514002863	Bacteria	4.0
Serratia_sp_MYb239_ASM296685v1	2033438	Bacteria	4986519	58.0	20.45515117860776	-3.156112724896742	0.4848108353141781	Bacteria	6.0
Sulfitobacter_pontiacus_ASM1348774v1	60137	Bacteria	3551353	60.5	104.74880981980672	-2.3388104864722683	0.4974943190414843	Bacteria	9.0
Sutterella_faecalis_ASM633708v1	2584944	Bacteria	2987884	58.5	34.80724151272272	-2.919980861637614	0.4884752993329224	Bacteria	7.0
Synechococcus_sp_KORDI_49_ASM73757v1	585423	Bacteria	2585813	61.5	77.53847629352934	-4.88399147247171	0.4579963706678164	Bacteria	1.0
Synechococcus_sp_NB0720_010_ASM2307883v1	2907159	Bacteria	2410448	63.0	155.57274000517745	-4.914210243452376	0.4575274140542492	Bacteria	1.0
Tabrizicola_piscis_ASM394080v1	2494374	Bacteria	4387422	64.0	223.82164286909256	-4.417257392630773	0.4652394856726811	Bacteria	3.0
Tritonibacter_sp_AK171_ASM3012702v1	3048493	Bacteria	3123025	59.5	70.44452093723234	-2.2267703766860976	0.4992330380152852	Bacteria	9.0
Vreelandella_subglaciescola_IMG_taxon_2698536942_annotated_assembly	29571	Bacteria	3110197	61.0	45.01322585032395	-5.081503893267169	0.4549312309222931	Bacteria	0.0
uncultured_Pseudomonas_sp_08042020_METABAT_4	114707	Bacteria	4226837	59.5	35.605820617165975	-3.337024255007557	0.4820033201253468	Bacteria	6.0
Besnoitia_besnoiti_Bbes1_0	94643	Protozoa	58810784	57.0	112.82854143547678	0.230172917268268	0.5373616504461737	Protozoa	
Cryptomonas_paramecium_ASM19445v1	2898	Protozoa	487066	26.0	0.0	0.6143930622097733	0.5433242548866839	Protozoa	
Hemiselmis_andersenii_ASM1864v1	464988	Protozoa	571872	25.0	3.162430327706842	0.7154933532999501	0.5448932018888849	Protozoa	
Neospora_caninum_Liverpool_ASM20886v2	29176	Protozoa	57547420	55.0	83.40947343946956	0.1776197467247076	0.5365460925630917	Protozoa	
Paramecium_tetraurelia_strain_d4_2_ASM14184v1	5888	Protozoa	984602	27.5	0.0	0.6139150361015998	0.5433168365338652	Protozoa	
Plasmodium_gaboni_ASM160202v1	647221	Protozoa	20356150	18.0	0.3433807017200478	0.6272481721791805	0.5435237497252445	Protozoa	
Plasmodium_reichenowi_ASM160185v1	5854	Protozoa	20477502	18.5	0.9999152754715368	0.6481708650394165	0.5438484431152147	Protozoa	
Plasmodium_relictum_PRELSG	85471	Protozoa	22571969	18.5	1.4375868357740609	0.6621187745605153	0.5440648968028761	Protozoa	
Plasmodium_sp_gorilla_clade_G2_PADLG01	880535	Protozoa	22190694	18.5	0.901278707191402	0.6450274928256966	0.5437996620053056	Protozoa	
Toxoplasma_gondii_ME49_TGA4	5811	Protozoa	65633124	52.5	47.29844557754966	0.133050918792344	0.5358544414489151	Protozoa	
Arabidopsis_thaliana_TAIR10_1	3702	Plant	119146348	36.0	12.58475132255625	0.9568111624646156	0.5486381451445763	Plant	
Arachis_duranensis_aradu_V14167_gnm2_J7QH	130453	Plant	1081735204	36.0	29.63328517514716	1.5001207863367825	0.5570696144949545	Plant	
Arachis_ipaensis_Araip1_1	130454	Plant	1353504219	37.0	35.29948361394801	1.6711330012470609	0.5597235049934883	Plant	
Arachis_stenosperma_arast_V10309_gnm1_PFL2	217475	Plant	1328990366	37.0	34.04727465119939	1.6312270949210776	0.5591042164491614	Plant	
Bathycoccus_prasinos_ASM222023v1	41875	Plant	14958006	48.0	12.969075885346736	0.2580748231762423	0.5377946522818554	Plant	
Benincasa_hispida_ASM972705v1	102211	Plant	912951219	35.0	22.847332437813414	1.2934237949777274	0.5538619419802683	Plant	
Brassica_napus_Da_Ae	3708	Plant	1001499700	37.0	31.348375302715187	1.545217450697792	0.5577694569543136	Plant	
Brassica_oleracea_var_oleracea_BOL	3712	Plant	488593889	36.0	25.51363915177652	1.368834230041298	0.5550322153271782	Plant	
Brassica_rapa_CAAS_Brap_v3_01	3711	Plant	352829610	37.0	25.51255344547778	1.3592390987875975	0.5548833111820576	Plant	
Cajanus_cajan_C_cajan_V1_1	3821	Plant	590369945	33.0	27.63817544175943	1.4652213749153282	0.5565280203379266	Plant	
Camelina_sativa_Cs	90675	Plant	641356059	36.5	16.625710243738418	1.080809828320109	0.5505624455889475	Plant	
Capsicum_annuum_UCD10Xv1_1	4072	Plant	3211819707	35.0	31.887278466418856	1.5815124752762622	0.5583327092396746	Plant	
Cicer_arietinum_ASM33114v1	3827	Plant	530768543	31.0	12.289650468778635	0.9952093744454198	0.5492340362041127	Plant	
Citrus_sinensis_DVS_A1_0	2711	Plant	298977511	34.0	29.37668528154113	1.5110643973732325	0.5572394453188201	Plant	
Coffea_eugenioides_Ceug_1_0	49369	Plant	699903961	37.0	35.66632193984683	1.682823544011736	0.5599049272409118	Plant	
Cryptomeria_japonica_Sugi_1_0	3369	Plant	9046532310	36.5	35.04938348479329	1.6679429418167766	0.5596739993577872	Plant	
Cucumis_melo_USDA_Cmelo_AY_1_0	3656	Plant	438252206	36.0	32.523340694729626	1.5922222678090014	0.5584989114998979	Plant	
Cucumis_sativus_Cucumber_9930_V3	3659	Plant	224801081	32.5	28.441460137440465	1.4956010494840022	0.5569994739690526	Plant	
Cucurbita_pepo_subsp_pepo_ASM280686v2	3663	Plant	259381069	36.5	28.967149217175272	1.4741118319487665	0.5566659888418785	Plant	
Cyanidioschyzon_merolae_strain_10D_ASM9120v1	45157	Plant	16546747	55.0	13.356099540290304	-2.054869670582763	0.5019007167589249	Plant	
Cynara_cardunculus_var_scolymus_CcrdV1_1	4265	Plant	724962400	35.5	32.68652277690539	1.602202879316333	0.5586537978047316	Plant	
Daucus_carota_subsp_sativus_DH1_v3_0	4039	Plant	440713325	35.0	33.8423010477804	1.6438159443482323	0.559299579265202	Plant	
Erigeron_canadensis_C_canadensis_v1	72917	Plant	426223753	34.0	30.902267839477467	1.5596822976522695	0.5579939328487132	Plant	
Euphorbia_lathyris_ddEupLath1_1	212925	Plant	1020389306	37.0	31.73739651089601	1.5576149622080484	0.5579618504509992	Plant	
Glycine_max_Glycine_max_v4_0	3847	Plant	978386919	34.5	22.10295067675098	1.2744818192309115	0.5535679867824814	Plant	
Glycine_soja_ASM419377v2	3848	Plant	1013211804	35.0	23.976426936139458	1.3294062542182667	0.5544203436519995	Plant	
Gossypium_arboreum_ASM2569848v2	29729	Plant	1620504428	35.0	23.01967541733408	1.2989160918817897	0.5539471753922586	Plant	
Gossypium_hirsutum_Gossypium_hirsutum_v2_1	3635	Plant	2305241538	34.5	26.62516260892177	1.4185975127439256	0.555804477724982	Plant	
Gossypium_raimondii_ASM2569854v1	29730	Plant	750205487	33.0	30.20870773829682	1.5471401673100873	0.5577992950530215	Plant	
Hevea_brasiliensis_ASM3005281v1	3981	Plant	1876490218	34.5	15.48263031730684	1.0635027337316536	0.5502938616523578	Plant	
Impatiens_glandulifera_dImpGla2_1	253017	Plant	653879104	32.0	21.34301500646665	1.274165174736858	0.5535630728655742	Plant	
Lupinus_angustifolius_LupAngTanjil_v1_0	3871	Plant	609203021	33.5	16.560981564797594	1.1074286165485252	0.550975535081993	Plant	
Manihot_esculenta_M_esculenta_v8	3983	Plant	639586700	37.5	28.64399162518357	1.4542528109160309	0.5563578022760439	Plant	
Medicago_truncatula_MtrunA17r5_0_ANR	3880	Plant	429612362	33.5	22.20888846552727	1.2874183848491518	0.5537687457083623	Plant	
Mercurialis_annua_ddMerAnnu1_2	3986	Plant	453168992	34.0	18.42579732374981	1.1620770392610205	0.5518236085945936	Plant	
Micromonas_commoda_ASM9098v2	296587	Plant	20989326	64.0	325.0694384702579	-1.1906514322979826	0.5153122767018616	Plant	
Olea_europaea_var_sylvestris_O_europaea_v1	4146	Plant	1140989389	35.5	19.88440973804015	1.1942199290638962	0.5523224250673703	Plant	
Ostreococcus_lucimarinus_CCE9901_ASM9206v1	242159	Plant	13204888	60.5	91.48127572153584	-2.7616256626775177	0.4909327691583037	Plant	
